   ,RA,EVADIDO,RESID_ARARAS,BOLSISTA,GRADE_CORRENTE,COD_MATERI,DSC_MAT,DSC_STATUS_MAT,NOTA_MEDIA,PONTUACAO_PS
1,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF001,Algoritmos,APROVADO,"8,8","61,00"
2,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF049,Segurança e Auditoria de Sistemas,APROVADO,"6,5","61,00"
3,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF003,Iniciação à Pesquisa Científica,APROVADO,"8,1","61,00"
4,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF004,Lógica Computacional,APROVADO,"6,9","61,00"
5,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF005,Matemática Discreta,APROVADO,"8,0","61,00"
6,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF006,Língua Portuguesa,APROVADO,"8,1","61,00"
7,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF008,Teoria da Computação,APROVADO,"7,2","61,00"
8,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF009,Linguagem de Programação I,APROVADO,"8,8","61,00"
9,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF010,Linguagem de Programação II,APROVADO,"6,6","61,00"
10,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF011,Linguagem de Programação III,APROVADO,"7,5","61,00"
11,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF012,Linguagem de Programação IV,APROVADO,"8,5","61,00"
12,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF013,Linguagem de Programação V,APROVADO,"7,0","61,00"
13,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF014,Linguagem de Programação VI,APROVADO,"6,8","61,00"
14,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF015,Programação para WEB I,APROVADO,"7,7","61,00"
15,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF016,Programação para Web II,APROVADO,"8,4","61,00"
16,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF017,Programação para Web III,APROVADO,"8,0","61,00"
17,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF018,Programação para Web IV,APROVADO,"8,4","61,00"
18,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF019,Arquitetura e Organização de Computadores,APROVADO,"7,2","61,00"
19,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF020,Inglês Instrumental,APROVADO,"7,8","61,00"
20,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF021,Estrutura de Dados I,APROVADO,"6,3","61,00"
21,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF022,Estrutura de Dados II,APROVADO,"7,2","61,00"
22,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF023,Fundamentos da Administração,APROVADO,"6,3","61,00"
23,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF024,Modelagem de Negócios,APROVADO,"7,0","61,00"
24,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF025,Modelagem de Negócios II,APROVADO,"7,2","61,00"
25,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF026,Paradigmas de Programação,APROVADO,"8,2","61,00"
26,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF027,Banco de Dados I,APROVADO,"6,8","61,00"
27,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF028,Banco de Dados II,APROVADO,"7,3","61,00"
28,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF029,Sistemas Operacionais I,APROVADO,"7,3","61,00"
29,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF030,Sistemas Operacionais II,APROVADO,"7,7","61,00"
30,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF031,Engenharia de Software I,APROVADO,"7,8","61,00"
31,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF032,Engenharia de Software II,APROVADO,"7,6","61,00"
32,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF033,Engenharia de Software III,APROVADO,"7,0","61,00"
33,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF034,Engenharia de Software IV,APROVADO,"7,5","61,00"
34,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF035,Interface Humano Computador,APROVADO,"8,6","61,00"
35,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF036,Metodologia da Pesquisa Científica,APROVADO,"7,0","61,00"
36,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF037,Fundamentos de Probabilidade e Estatística,APROVADO,"8,2","61,00"
37,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF038,Redes de Computadores I,APROVADO,"8,5","61,00"
38,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF039,Redes de Computadores II,APROVADO,"8,4","61,00"
39,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF040,Projeto de Sistemas I,APROVADO,"6,8","61,00"
40,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF041,Projeto de Sistemas II,APROVADO,"7,7","61,00"
41,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF042,Pesquisa Operacional,APROVADO,"7,9","61,00"
42,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF043,Gerência de Projetos,APROVADO,"7,6","61,00"
43,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF044,Tópicos Avançados em SI I,APROVADO,"7,8","61,00"
44,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF045,Tópicos Avançados em SI II,APROVADO,"5,4","61,00"
45,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF046,Empreendedorismo,APROVADO,"6,9","61,00"
46,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF047,Gestão Financeira de Negócios,APROVADO,"6,4","61,00"
47,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF048,Sistemas Empresariais Integrados,APROVADO,"6,4","61,00"
48,7d6448038594a469e451dc73ebd98ff3,N,S,S,2008,SIF002,Fundamentos dos Sistemas de Informação,APROVADO,"9,0","61,00"
49,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF020,Inglês Instrumental,APROVADO,"6,4","51,00"
50,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF021,Estrutura de Dados I,REPROVADO POR NOTA,"3,7","51,00"
51,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF022,Estrutura de Dados II,REPROVADO POR NOTA,"3,4","51,00"
52,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF023,Fundamentos da Administração,APROVADO,"6,2","51,00"
53,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF024,Modelagem de Negócios,APROVADO,"5,0","51,00"
54,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF026,Paradigmas de Programação,APROVADO,"6,7","51,00"
55,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF027,Banco de Dados I,REPROVADO POR NOTA,"3,5","51,00"
56,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF028,Banco de Dados II,REPROVADO POR NOTA,"4,4","51,00"
57,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF029,Sistemas Operacionais I,APROVADO,"5,6","51,00"
58,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF030,Sistemas Operacionais II,APROVADO,"6,1","51,00"
59,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF031,Engenharia de Software I,REPROVADO POR NOTA,"3,6","51,00"
60,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF032,Engenharia de Software II,REPROVADO POR NOTA,"4,7","51,00"
61,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF035,Interface Humano Computador,APROVADO,"6,5","51,00"
62,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF001,Algoritmos,APROVADO,"5,6","51,00"
63,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF002,Fundamentos dos Sistemas de Informação,APROVADO,"7,1","51,00"
64,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF003,Iniciação à Pesquisa Científica,APROVADO,"6,5","51,00"
65,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF004,Lógica Computacional,APROVADO,"5,5","51,00"
66,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF005,Matemática Discreta,APROVADO,"6,4","51,00"
67,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF006,Língua Portuguesa,APROVADO,"7,0","51,00"
68,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF007,Cálculo e Álgebra Linear Aplicada,APROVADO,"5,2","51,00"
69,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF008,Teoria da Computação,APROVADO,"5,2","51,00"
70,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF009,Linguagem de Programação I,REPROVADO POR FREQ.,"6,0","51,00"
71,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF010,Linguagem de Programação II,REPROVADO POR NOTA,"4,1","51,00"
72,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF011,Linguagem de Programação III,REPROVADO NOTA & FREQ.,"2,7","51,00"
73,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF012,Linguagem de Programação IV,APROVADO,"5,2","51,00"
74,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF015,Programação para WEB I,APROVADO,"5,1","51,00"
75,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF016,Programação para Web II,APROVADO,"5,1","51,00"
76,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF017,Programação para Web III,APROVADO,"5,9","51,00"
77,6e3fe8220595bd9e19d503295b84197c,S,N,N,2009,SIF019,Arquitetura e Organização de Computadores,REPROVADO POR FREQ.,"5,0","51,00"
78,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF001,Algoritmos,APROVADO,"5,6","33,00"
79,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF002,Fundamentos dos Sistemas de Informação,APROVADO,"6,8","33,00"
80,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF026,Paradigmas de Programação,REPROVADO NOTA & FREQ.,"2,7","33,00"
81,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF024,Modelagem de Negócios,REPROVADO NOTA & FREQ.,"1,5","33,00"
82,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF023,Fundamentos da Administração,REPROVADO NOTA & FREQ.,"2,4","33,00"
83,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF021,Estrutura de Dados I,REPROVADO NOTA & FREQ.,"2,0","33,00"
84,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF016,Programação para Web II,REPROVADO NOTA & FREQ.,"2,2","33,00"
85,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF015,Programação para WEB I,APROVADO,"6,3","33,00"
86,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF010,Linguagem de Programação II,REPROVADO NOTA & FREQ.,"2,2","33,00"
87,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF009,Linguagem de Programação I,APROVADO,"6,9","33,00"
88,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF008,Teoria da Computação,REPROVADO POR NOTA,"0,0","33,00"
89,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF008,Teoria da Computação,REPROVADO POR NOTA,"4,0","33,00"
90,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF005,Matemática Discreta,APROVADO,"5,9","33,00"
91,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF004,Lógica Computacional,APROVADO,"6,4","33,00"
92,3ef1fe73218f5d6aa79b4c0fa62e0d7b,S,S,S,2009,SIF003,Iniciação à Pesquisa Científica,APROVADO,"6,4","33,00"
93,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF055,Tecnologias de Apoio Educacional,APROVADO,"6,2","30,00"
94,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF054,Oficina de Criatividade,APROVADO,"5,2","30,00"
95,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF019,Arquitetura e Organização de Computadores,APROVADO,"6,1","30,00"
96,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF015,Programação para WEB I,APROVADO,"5,4","30,00"
97,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF009,Linguagem de Programação I,APROVADO,"5,4","30,00"
98,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF008,Teoria da Computação,APROVADO,"6,2","30,00"
99,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF064,Cálculo Aplicado,APROVADO,"6,0","30,00"
100,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF005,Matemática Discreta,APROVADO,"5,0","30,00"
101,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF004,Lógica Computacional,APROVADO,"5,9","30,00"
102,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF003,Iniciação à Pesquisa Científica,APROVADO,"5,9","30,00"
103,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF002,Fundamentos dos Sistemas de Informação,APROVADO,"6,3","30,00"
104,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF001,Algoritmos,REPROVADO POR NOTA,"2,5","30,00"
105,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF001,Algoritmos,REPROVADO POR NOTA,"4,5","30,00"
106,b271bc6593b48dd2afeb26f5bca0847b,S,S,N,2010,SIF006,Língua Portuguesa,APROVADO,"6,3","30,00"
107,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,NCE047,Libras,APROVADO,"8,7","43,35"
108,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF001,Algoritmos,APROVADO,"8,6","43,35"
109,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF002,Fundamentos dos Sistemas de Informação,APROVADO,"8,1","43,35"
110,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF003,Iniciação à Pesquisa Científica,APROVADO,"7,9","43,35"
111,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF004,Lógica Computacional,APROVADO,"9,2","43,35"
112,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF005,Matemática Discreta,APROVADO,"8,0","43,35"
113,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF006,Língua Portuguesa,APROVADO,"8,7","43,35"
114,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF008,Teoria da Computação,APROVADO,"8,7","43,35"
115,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF009,Linguagem de Programação I,APROVADO,"8,9","43,35"
116,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF010,Linguagem de Programação II,APROVADO,"7,7","43,35"
117,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF011,Linguagem de Programação III,APROVADO,"5,4","43,35"
118,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF012,Linguagem de Programação IV,APROVADO,"6,2","43,35"
119,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF015,Programação para WEB I,APROVADO,"8,7","43,35"
120,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF016,Programação para Web II,APROVADO,"6,5","43,35"
121,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF017,Programação para Web III,APROVADO,"6,5","43,35"
122,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF019,Arquitetura e Organização de Computadores,APROVADO,"8,0","43,35"
123,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF021,Estrutura de Dados I,APROVADO,"7,6","43,35"
124,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF022,Estrutura de Dados II,APROVADO,"7,1","43,35"
125,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF026,Paradigmas de Programação,APROVADO,"7,6","43,35"
126,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF027,Banco de Dados I,APROVADO,"7,7","43,35"
127,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF028,Banco de Dados II,APROVADO,"7,3","43,35"
128,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF031,Engenharia de Software I,APROVADO,"7,2","43,35"
129,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF032,Engenharia de Software II,APROVADO,"5,9","43,35"
130,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF034,Engenharia de Software IV,APROVADO,"6,0","43,35"
131,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF035,Interface Humano Computador,APROVADO,"6,0","43,35"
132,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF037,Fundamentos de Probabilidade e Estatística,APROVADO,"7,0","43,35"
133,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF040,Projeto de Sistemas I,APROVADO,"6,7","43,35"
134,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF041,Projeto de Sistemas II,APROVADO,"6,1","43,35"
135,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF042,Pesquisa Operacional,APROVADO,"8,8","43,35"
136,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF043,Gerência de Projetos,APROVADO,"8,4","43,35"
137,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF047,Gestão Financeira de Negócios,APROVADO,"6,6","43,35"
138,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF054,Oficina de Criatividade,APROVADO,"8,3","43,35"
139,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF055,Tecnologias de Apoio Educacional,APROVADO,"8,5","43,35"
140,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF056,Introdução a Orientação a Objetos,APROVADO,"6,2","43,35"
141,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF057,Computador e Sociedade,APROVADO,"5,9","43,35"
142,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF058,Elaboração de Projetos SI,APROVADO,"7,9","43,35"
143,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF060,Empreendedorismo,APROVADO,"7,5","43,35"
144,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF062,Sistemas de Gestão de Negócios e Apoio a Decisão,APROVADO,"6,4","43,35"
145,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF063,Fundamentos da Administração,APROVADO,"6,8","43,35"
146,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF064,Cálculo Aplicado,APROVADO,"8,0","43,35"
147,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF065,Modelagem de Negócios,APROVADO,"7,5","43,35"
148,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF066,Tópicos Avançados em SI,APROVADO,"6,6","43,35"
149,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF067,Engenharia de Software III,APROVADO,"6,7","43,35"
150,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF068,Tópicos em Linguagem de Programação,APROVADO,"8,7","43,35"
151,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF069,Segurança e Auditoria de Sistemas,APROVADO,"8,8","43,35"
152,85122bd4db3dafd83157557866dd1b8e,S,S,N,2012,SIF070,Tópicos Especiais em Sistemas de Informação,REPROVADO POR NOTA,"4,2","43,35"
153,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,NCE047,Libras,APROVADO,"8,7","46,00"
154,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,NCS005,Leitura e Produção de Textos,APROVADO,"8,7","46,00"
155,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,NCS012,Metodologia da Pesquisa Científica,APROVADO,"7,9","46,00"
156,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF001,Algoritmos,APROVADO,"8,6","46,00"
157,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF002,Fundamentos dos Sistemas de Informação,APROVADO,"8,1","46,00"
158,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF004,Lógica Computacional,APROVADO,"9,2","46,00"
159,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF005,Matemática Discreta,APROVADO,"8,0","46,00"
160,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF008,Teoria da Computação,APROVADO,"8,7","46,00"
161,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF009,Linguagem de Programação I,APROVADO,"8,9","46,00"
162,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF010,Linguagem de Programação II,APROVADO,"7,7","46,00"
163,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF011,Linguagem de Programação III,APROVADO,"5,4","46,00"
164,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF012,Linguagem de Programação IV,APROVADO,"6,2","46,00"
165,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF015,Programação para WEB I,APROVADO,"8,7","46,00"
166,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF016,Programação para Web II,APROVADO,"6,5","46,00"
167,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF017,Programação para Web III,APROVADO,"6,5","46,00"
168,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF019,Arquitetura e Organização de Computadores,APROVADO,"8,0","46,00"
169,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF021,Estrutura de Dados I,APROVADO,"7,6","46,00"
170,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF022,Estrutura de Dados II,APROVADO,"7,1","46,00"
171,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF026,Paradigmas de Programação,APROVADO,"7,6","46,00"
172,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF027,Banco de Dados I,APROVADO,"7,7","46,00"
173,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF028,Banco de Dados II,APROVADO,"7,3","46,00"
174,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF031,Engenharia de Software I,APROVADO,"7,2","46,00"
175,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF032,Engenharia de Software II,APROVADO,"5,9","46,00"
176,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF033,Engenharia de Software III,APROVADO,"6,7","46,00"
177,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF034,Engenharia de Software IV,APROVADO,"6,0","46,00"
178,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF035,Interface Humano Computador,APROVADO,"6,0","46,00"
179,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF037,Fundamentos de Probabilidade e Estatística,APROVADO,"7,0","46,00"
180,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF040,Projeto de Sistemas I,APROVADO,"6,7","46,00"
181,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF041,Projeto de Sistemas II,APROVADO,"6,1","46,00"
182,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF042,Pesquisa Operacional,APROVADO,"8,8","46,00"
183,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF043,Gerência de Projetos,APROVADO,"8,4","46,00"
184,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF047,Gestão Financeira de Negócios,APROVADO,"6,6","46,00"
185,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF049,Segurança e Auditoria de Sistemas,APROVADO,"8,8","46,00"
186,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF055,Tecnologias de Apoio Educacional,APROVADO,"8,5","46,00"
187,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF056,Introdução a Orientação a Objetos,APROVADO,"6,2","46,00"
188,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF057,Computador e Sociedade,APROVADO,"5,9","46,00"
189,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF058,Elaboração de Projetos SI,APROVADO,"7,9","46,00"
190,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF060,Empreendedorismo,APROVADO,"7,5","46,00"
191,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF062,Sistemas de Gestão de Negócios e Apoio a Decisão,APROVADO,"6,4","46,00"
192,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF063,Fundamentos da Administração,APROVADO,"6,8","46,00"
193,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF064,Cálculo Aplicado,APROVADO,"8,0","46,00"
194,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF065,Modelagem de Negócios,APROVADO,"7,5","46,00"
195,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF066,Tópicos Avançados em SI,APROVADO,"6,6","46,00"
196,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF068,Tópicos em Linguagem de Programação,APROVADO,"8,7","46,00"
197,85122bd4db3dafd83157557866dd1b8e,N,S,S,2018,SIF071,Oficina de Criatividade,APROVADO,"8,3","46,00"
198,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF001,Algoritmos,APROVADO,"5,1","24,00"
199,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF064,Cálculo Aplicado,REPROVADO NOTA & FREQ.,"0,6","24,00"
200,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF055,Tecnologias de Apoio Educacional,APROVADO,"6,3","24,00"
201,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF054,Oficina de Criatividade,APROVADO,"5,0","24,00"
202,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF019,Arquitetura e Organização de Computadores,REPROVADO NOTA & FREQ.,"0,6","24,00"
203,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF015,Programação para WEB I,REPROVADO NOTA & FREQ.,"0,0","24,00"
204,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF002,Fundamentos dos Sistemas de Informação,APROVADO,"5,8","24,00"
205,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF008,Teoria da Computação,REPROVADO NOTA & FREQ.,"0,0","24,00"
206,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF006,Língua Portuguesa,REPROVADO NOTA & FREQ.,"0,2","24,00"
207,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF005,Matemática Discreta,APROVADO,"5,0","24,00"
208,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF004,Lógica Computacional,APROVADO,"6,4","24,00"
209,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF003,Iniciação à Pesquisa Científica,APROVADO,"6,0","24,00"
210,2131971eb41b4380cd524435eb94b821,S,S,S,2011,SIF009,Linguagem de Programação I,REPROVADO NOTA & FREQ.,"0,8","24,00"
