"","RA","EVADIDO","RESID_ARARAS","BOLSISTA","GRADE_CORRENTE","NOTA_MEDIA","PONTUACAO_PS","TOT_REPROVACOES","NCE047","NCS005","NCS012","SIF001","SIF002","SIF004","SIF005","SIF008","SIF009","SIF010","SIF011","SIF012","SIF015","SIF016","SIF017","SIF019","SIF021","SIF022","SIF026","SIF027","SIF028","SIF031","SIF032","SIF033","SIF034","SIF035","SIF037","SIF040","SIF041","SIF042","SIF043","SIF047","SIF049","SIF055","SIF056","SIF057","SIF058","SIF060","SIF062","SIF063","SIF064","SIF065","SIF066","SIF068","SIF071","SIF003","SIF018","SIF013","SIF014","SIF020","SIF023","SIF025","SIF029","SIF038","SIF039","SIF046","SIF048","SIF070","SIF072","SIF075","SIF082","SIF086","SIF087","NCI001","SIF030","NCS037","NCS040","SIF006","SIF054","SIF073"
"137","4d1d52cf1ec2359c752d4a283b0e3e71","1","0","0","2015","3.58","31",23,0,0,1,2,1,1,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"138","4e4c74a9ed93c8999a8f498421f4f15c","0","0","1","2018","6.26","50",22,0,1,0,1,1,1,1,1,1,1,0,0,2,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","4eac765dcdefe624c5ab9ef9779213b3","0","0","0","2019","7.02","32",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"140","4eb20054fa19553949e27999b58c2609","0","1","1","2019","8.76","90",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"141","4f3e87a6260643d02f9dd58da4e19981","1","0","1","2015","3.22","36",58,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,1,2,0,2,1,0,0,2,1,1,1,0,2,1,2,2,2,2,2,2,0,2,1,0,0,0,0,0,0,0,2,4,2,0,0,1,0,0,0,0,0,0,2,1,2,2,0,0
"142","4f427569108eee89d5959e024adac7dc","0","0","1","2017","8.07","51",36,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"143","4f6ca43bdd7d4586431ce9426f2580bc","0","0","1","2018","7.01","51",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","52f9306428c0c617f9cb4c543d46eb9f","0","1","1","2018","5.07","40",17,0,1,0,2,1,1,1,1,2,0,0,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","536e25de0ecacdcfe61298e900069fae","0","0","1","2019","8.83","62",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"146","5374d6d1e722640873c2003d0bdb8672","0","0","1","2019","6.99","52",10,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"147","56e1f1b1c9ba67cbbfeb2e59ca2a1da3","1","1","1","2017","3.17","38",6,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","56ed1c03e120850f06e07761a88465e7","0","0","1","2015","5.63","34",54,0,0,1,2,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,5,5,1,5,0,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"149","57ac1b2937fb4f59799faa533a6b4aa4","0","0","1","2017","7.84","46",36,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"150","5964d70798febac4ef60aabf83924b69","0","0","1","2019","8.21","48",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"151","596e8f6a01f68b2b9c9b7ba51a0fa76c","0","0","1","2018","5.6","61",22,0,1,0,1,1,1,1,1,1,3,0,0,1,1,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","5989e5baf5051a37f35206ebff4ba967","0","1","0","2016","6.23","41",49,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0
"153","599c9584fd655236becc7d3cbf2b7add","0","0","0","2019","6.78","61",10,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"154","59ff95b922889f912330ba872912676b","0","0","1","2017","8.08","60",36,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"155","5b30584ebf4b9bbd044d62e5b6c0b051","0","1","1","2015","6.9","39",46,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"156","5bb184964dbcb78b29909ebde2cad924","1","1","0","2019","5.52","49",5,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","5d29044b96ff38e95976a7f9c2df8b42","0","1","1","2019","7.73","76",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"158","5d78c8b98890a0ff3cd050a55a4fd06c","0","1","1","2019","7.61","43",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"159","5dab8b390b7d7dff945fa2a723fd71e8","0","0","1","2016","8.51","60",48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"160","5ded066cb1647c32023f8592ed0a10f3","0","0","1","2016","5.8","35",47,0,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,0,1,1,2,0,1,1,1,1,0,1,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0
"161","5e4367472316ee2ff21321eef23056b4","1","1","1","2015","6.89","44",12,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"162","5e5737b92d9ca3b75b9f5ad1a7d69a36","1","0","1","2019","1.94","35",5,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","5f920c03911c12553a11b8c0f9c0644b","0","1","1","2019","5.92","59",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"164","5fdeb83d6ace6b05c501a3f64c919212","0","0","1","2018","8.5","48",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","6041d91ee5783b1af5b56d242f2187c0","1","1","1","2016","0.18","35",6,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"166","604784ae0e902053a7e4607ae09bdb78","0","1","1","2015","8","48",49,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"167","6418a31860168d2c9a9727b5efe8d114","0","0","1","2017","7.79","46",36,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"168","64859ee4483f3dbf2d1c80bf1de25fa3","0","0","1","2018","8.61","74",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","668b2182feec47271cb2954d0adc322b","0","1","1","2019","4.04","50",9,0,0,0,1,2,2,2,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"170","66a531b70aaf623620dfdea8456e4748","0","1","1","2017","7.39","48",36,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"171","66eb9348582c04b32cc81282c7799f83","1","0","1","2019","6.38","30",4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","67882711630136e6cafb7a224ef388c2","0","0","1","2018","5.86","42",20,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","67ab6604d3bba1b89c91c4b8eed36213","1","1","0","2015","4.56","53",29,0,0,1,1,1,1,1,1,2,2,2,0,2,1,2,2,2,1,2,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
"174","67b08e904b8ec41ea5d18fbcfba7d90b","0","1","1","2017","6.29","48",36,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"175","6804a3f120daa0c42ec244b0b8208e18","0","0","1","2015","7.44","48",49,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"176","68cd9bcc156178921c090d4ef04798fd","1","1","1","2015","5","48",12,0,0,1,2,1,1,1,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"177","68e5c8bcfadffc21cfb2c5ef143945be","0","1","1","2017","7.89","48",36,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"178","69e96ea640187fa95905e08592f471fc","1","1","1","2016","7.03","48",12,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"179","69eb109095f923c60b3fbdbe7ff4bcec","1","1","1","2018","7.32","42",5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","6a184e9c9d84f5b86eb04e601cd62458","1","0","1","2018","7","45",11,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","6accbad054ba75be8551ebebafaf557d","0","0","1","2018","6.85","54",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","6c3168f19fac45532d09dc28657f9ef1","0","0","1","2019","8.08","52",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"183","6c43157b49aa539e17897aa4d379cbba","1","1","1","2018","3.69","35",16,0,0,0,2,1,1,1,2,2,0,0,0,1,2,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","6ca0acbaa3effa9ca8bf74d3c20d1bd0","1","1","1","2015","4.17","35",18,0,0,1,2,1,1,2,2,2,0,0,0,2,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"185","6d673cd7879e75ca86c1eb86f1747d53","0","1","1","2015","5.82","50.2",49,0,0,0,1,1,1,1,1,0,1,1,2,1,1,1,5,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,5,1,5,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"186","6d7e366ceb04a28247b81ead35aa840c","1","1","1","2015","6.27","48",6,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","6dd591d3c014e7ffadd3aaaeaf7f887f","0","0","1","2016","6.71","48",48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0
"188","6dfc8ffebc6efb252202807ce5140577","0","0","1","2019","5.72","48",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"189","6e7e38ad65b1e19c28b43f39a72b5f85","1","1","1","2015","3.53","34",23,0,0,1,1,1,1,2,1,2,0,0,0,1,4,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"190","70b82d8c19a29b159c73acc625df602c","0","0","0","2016","4.73","30",47,0,0,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,0,1,2,2,0,2,1,4,1,0,1,1,1,2,4,1,1,1,0,2,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,2,2,1,0,0
"191","7225da0b45cefe05478a5bb500114506","1","1","1","2015","4.62","50",6,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","728225c7888884adec87b3080afdba56","0","1","1","2015","5.68","48",56,0,0,1,5,1,1,1,1,1,5,1,4,1,1,1,1,2,2,1,5,1,1,1,1,0,1,1,2,2,5,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"193","742574177d9a86a2b92b9749f933ab3d","0","0","1","2016","5","48",48,0,0,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,0,1,1,1,4,1,1,2,1,0,1,1,1,3,2,1,1,1,0,1,1,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,2,2,1,0,0
"194","742f8fef114af998b67d2da2e8e3e2c5","0","1","1","2017","6.51","63",29,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"195","745e585a691d6b798ea47fc9b2d5dd8a","0","1","1","2016","6.65","41",48,0,0,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,0,1,1,0,1,0,1,1,5,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,5,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"196","75004a1fa54d5ed5cf33bbfba1e2154c","1","1","1","2019","1.36","52",5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
"197","75f725f01d50ffa079e68f9b75827449","0","0","1","2017","6.03","44",35,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4,1,2,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"198","76c2eb3a9e5d91c13f3a9ee01673084e","0","1","1","2019","7.25","42",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"199","77bd26ff44cc5025dd1920686dbb6133","1","0","1","2018","6.46","59",5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","77fcccb72c6a1cfd10acfb56b546624c","0","1","1","2016","4.13","45",48,2,0,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,0,1,2,1,1,1,1,2,1,0,1,1,1,2,2,1,1,1,0,2,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0
"201","787d4242c06fa395b64bc771e236723c","0","0","1","2019","7.53","47",10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"202","7ac30cc6e5d025272d7b49f8aba75e6f","0","0","1","2017","6.37","39",36,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"203","7ae63d1392048f221012e81acee3781f","0","1","1","2016","6.4","54",60,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"204","7b9c228a8ff8173a30400b79eedebc89","0","0","1","2017","8.58","48",36,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"205","7c339c2a959d3b80e90607280bcafe12","0","1","1","2018","5.18","54",22,0,1,0,1,1,1,1,1,2,1,0,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","7ca90577e135efe7c0d9b3b33218e0be","1","0","0","2016","6.48","43",18,0,0,1,1,1,1,1,1,2,0,0,0,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"207","7d134d99a4c30a6b030fb1a63a9a1ad0","0","0","1","2015","8.24","34",48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"208","7e7d2f8c7c4ac3dc3730aacfd850f281","1","1","1","2018","3.68","52",17,0,1,0,2,1,2,2,1,2,0,0,0,2,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","7f48e97e581f54d774aa6bb62d2f4aac","0","1","1","2018","7.26","56",22,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","7ffeaf420bf67cfde7fd0857bac4cae8","1","0","1","2018","5.19","55",17,0,1,0,1,1,1,1,1,1,0,0,0,2,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
