"EVADIDO","NOTA_MEDIA","SIF043","SIF073","NCS005","SIF027","SIF006","TOT_REPROVACOES","SIF060","SIF009","SIF033","SIF029","BOLSISTA","SIF011","SIF058","NCS012","SIF002","SIF063","SIF047","SIF064","TOT_REPROV_NOTA_FREQ","TOT_MAT_CURSADAS","TOT_APROVACOES"
0,8.7,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,22,22
0,6.8,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,22,21
0,6.1,1,0,0,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,0,52,47
1,4.2,0,0,0,0,1,8,0,2,0,0,0,0,0,2,2,0,0,1,0,12,4
1,5.9,0,0,0,0,1,1,0,1,0,0,1,0,0,2,1,0,0,1,0,12,11
1,4.5,0,0,0,2,1,11,0,2,0,2,1,0,0,1,1,1,0,1,2,23,12
1,5.4,0,0,0,3,1,7,0,2,0,1,1,0,0,1,1,1,0,2,0,23,16
0,5.8,1,0,0,5,1,6,1,1,1,1,1,1,1,1,1,1,1,1,0,54,48
1,5.5,1,0,0,1,1,7,1,1,5,2,1,1,1,1,1,1,1,1,0,53,46
1,6.1,1,0,0,1,1,4,0,1,0,2,1,1,1,1,1,1,0,1,0,36,32
0,8.4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
1,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,6,6
1,7.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,9
0,5.3,1,0,0,1,1,12,0,2,0,2,1,1,1,1,1,1,0,2,0,36,24
0,7.6,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,36,36
1,5.8,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,0,1,0,23,21
1,6.7,1,0,0,1,1,3,0,1,2,1,1,1,1,1,1,1,0,1,0,42,39
0,6.4,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
0,8.6,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,8.1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
1,6.8,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,23,23
0,6.5,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
1,4.3,0,0,0,2,1,11,0,2,0,2,1,0,0,1,1,1,0,2,0,23,12
1,6.9,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,18,18
0,6.4,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
1,3.2,0,0,0,0,0,13,0,0,0,0,0,2,4,2,1,0,0,0,5,18,5
0,7.6,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,36,35
0,7,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,30,30
1,5.7,0,0,0,2,1,7,0,2,0,1,1,0,0,1,1,1,0,1,1,23,16
0,5.7,1,0,0,1,2,5,1,1,1,1,1,1,1,1,0,1,1,1,0,38,33
0,7.8,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,6.6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,5
0,6.5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,10
1,1.6,0,0,4,0,0,9,0,4,0,0,1,0,0,0,4,0,0,4,8,11,2
1,5.7,0,0,0,0,1,2,0,2,0,0,1,0,0,1,1,0,0,1,0,12,10
1,5.1,0,0,0,1,1,8,0,2,0,1,1,0,0,1,1,1,0,1,0,23,15
0,5.7,0,1,0,0,0,3,0,2,0,0,1,0,0,0,1,0,0,2,0,10,7
1,4,0,0,0,2,1,12,0,2,0,2,1,0,0,1,1,1,0,1,1,23,11
0,8.5,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
1,4.2,0,0,0,4,1,10,0,0,0,2,1,0,0,2,1,1,0,1,3,22,12
1,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,4
1,5.6,1,0,0,1,1,14,2,1,1,1,1,2,1,1,1,1,1,1,0,88,74
0,5,0,0,1,1,0,7,0,2,0,1,1,0,0,0,1,1,0,1,0,22,15
1,6.2,0,0,0,0,1,3,0,2,0,0,1,0,0,1,1,1,0,1,0,18,15
0,8.3,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,6,1,0,0,1,0,5,1,5,5,1,1,1,1,1,0,1,1,1,0,48,43
0,5.4,1,0,0,5,1,15,1,2,1,1,1,1,1,5,1,1,1,5,1,60,45
0,7.9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
0,7.6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
1,5.4,1,0,0,2,1,9,0,1,0,2,1,1,1,0,0,1,0,1,0,30,21
0,5.8,1,0,0,1,1,7,2,1,1,1,1,2,1,1,1,1,1,1,0,48,41
1,6.8,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,10,9
0,8.4,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
0,7.2,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,36,36
0,7.4,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,6.5,1,0,0,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,0,51,48
1,5.9,0,0,2,0,0,2,0,2,0,0,1,0,0,0,1,0,0,1,0,11,9
1,7.4,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,18,18
1,3.3,0,0,0,0,0,4,0,0,0,0,1,0,0,2,2,0,0,0,0,6,2
0,5.7,1,0,0,1,1,8,1,2,1,1,1,1,1,1,1,1,1,1,0,56,48
0,7.4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,21,21
0,7.7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
0,5.9,1,0,0,1,1,8,1,1,1,1,1,2,2,1,1,1,2,1,0,48,40
0,8.2,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
1,2.5,0,0,0,0,0,9,0,2,0,0,1,0,0,0,0,1,0,1,2,11,2
1,6.7,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,1,0,1,0,17,15
1,6.2,1,0,0,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,0,52,47
1,3.5,0,0,2,4,0,14,0,2,0,4,1,0,0,0,0,2,0,2,4,17,3
1,1.3,0,0,0,0,2,12,0,4,0,0,1,0,0,2,4,0,0,2,2,12,0
0,8.1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
0,7.2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,11,10
0,9.2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
0,7.2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,7.3,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,21,21
1,6.3,0,0,0,1,1,2,0,1,0,1,1,0,0,1,1,1,0,1,0,23,21
1,5.3,0,0,0,2,1,6,0,2,0,1,1,0,0,1,1,1,0,1,0,23,17
1,7.2,0,0,0,1,1,2,0,1,0,1,1,1,0,1,1,1,0,1,0,29,27
0,7.8,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,36,36
0,5.8,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,5,4
0,6.2,1,0,0,2,1,4,0,1,0,2,1,1,1,1,1,1,0,1,0,36,32
0,1.3,0,0,0,0,0,8,0,4,0,0,1,0,0,0,4,0,0,4,4,9,1
0,7.6,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,36,36
0,5.1,0,0,1,1,0,7,0,2,0,1,1,0,0,0,1,1,0,1,1,22,15
1,5.7,1,0,0,1,1,7,0,1,0,1,1,2,1,1,1,1,0,1,0,46,39
1,2.8,0,0,0,0,0,4,0,0,0,0,1,0,0,2,1,0,0,0,3,6,2
0,8.5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
1,6.1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,22,21
0,7.3,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,2,0,4,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,4,4,8,2
1,3.8,1,0,0,1,1,20,0,2,2,1,1,2,2,0,0,1,0,1,1,36,16
0,7.7,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
0,4.8,0,0,1,0,0,6,0,0,0,0,1,0,0,0,2,0,0,1,0,17,11
1,5,0,0,1,0,0,3,0,2,0,0,1,0,0,0,1,0,0,2,0,11,8
1,6.7,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,22,21
1,7.3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,18,18
0,4.7,0,1,0,0,0,4,0,2,0,0,1,0,0,0,2,0,0,2,0,10,6
0,6,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,10,9
1,4.7,0,0,1,2,0,9,0,2,0,2,1,0,0,0,1,1,0,2,3,22,13
0,5.7,0,1,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,2,0,10,7
0,8.7,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
1,3.9,0,0,0,0,0,4,0,0,0,0,1,0,0,2,1,0,0,0,0,6,2
0,7.3,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
1,3.7,0,0,2,0,0,11,0,2,0,0,1,0,0,0,2,2,0,1,0,17,6
0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8,8
0,7.4,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,36,36
1,5.2,0,0,0,0,1,4,0,2,0,0,0,0,0,1,1,1,0,1,0,18,14
1,6.1,1,0,0,1,1,5,1,1,2,1,1,1,1,1,1,1,1,1,0,48,43
1,4.7,1,0,0,1,1,21,1,2,2,1,1,1,1,1,1,1,1,1,0,53,32
1,7.6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,11,11
1,5.3,0,0,0,2,1,7,0,2,0,2,1,0,0,1,1,1,0,1,0,23,16
1,3.6,1,0,0,1,1,31,0,2,2,1,1,2,2,2,1,1,0,5,1,51,20
0,7.7,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
1,5.9,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,6,4
0,6.9,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,49,48
0,9.3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
0,6.5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,22,22
0,4,1,0,0,2,1,27,4,1,2,2,1,2,1,1,1,1,0,1,8,48,21
0,6.1,0,1,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,2,0,10,8
0,8.2,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
0,6.3,1,0,0,1,1,9,3,1,1,1,1,1,1,1,1,1,2,1,2,48,39
0,6.3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
1,3.9,0,0,0,0,1,6,0,2,0,0,1,0,0,2,1,0,0,1,0,12,6
0,5.8,0,0,1,1,0,2,0,1,0,1,0,0,0,0,1,1,0,1,0,22,20
1,6.1,1,0,0,1,1,5,0,1,2,1,1,1,1,1,1,1,0,1,0,42,37
1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,6,6
0,7.2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,7,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,7.8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
0,6.6,1,0,0,1,1,2,1,1,1,1,0,1,1,1,1,1,2,1,0,48,46
0,7.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,7
0,7.4,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
1,4.3,0,0,0,0,1,7,0,2,0,0,1,0,0,2,2,0,0,1,0,12,5
0,7.7,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,36,36
0,7.3,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
1,3.5,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,5,2
0,7.9,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,36,36
0,7.9,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,48,48
1,7.1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,29,29
0,7.6,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,36,36
0,7.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,17,17
1,3,0,0,0,2,1,18,0,2,0,2,1,0,0,2,1,1,0,2,0,23,5
0,7.6,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,8.7,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
1,3.5,1,0,0,2,1,28,0,2,4,1,1,2,1,2,1,4,0,2,6,43,15
0,7.5,1,0,0,1,1,1,0,1,0,2,1,1,1,1,1,1,0,1,0,36,35
0,6.2,1,0,0,1,1,4,0,1,0,2,1,1,1,1,1,1,0,1,0,36,32
1,6.3,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,1,0,16,14
0,8.5,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
0,6,1,0,0,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,0,48,44
1,8.3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,11,11
1,8.1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,11,11
1,3.8,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,5,2
1,5.2,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,0,8,6
0,6.9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,10,9
1,7.1,0,0,0,0,1,1,0,2,0,0,1,0,0,1,1,0,0,1,0,12,11
0,6.2,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,10,9
1,3.7,0,0,0,0,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,6,3
1,5.8,0,0,0,0,1,4,0,4,0,0,1,0,0,1,1,0,0,2,1,12,8
0,7.4,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,7.6,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
0,7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
1,2.2,0,0,0,0,4,9,0,4,0,0,1,0,0,2,1,0,0,4,6,12,3
0,5.8,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,1,0,9,8
1,6.2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,6,5
1,5.4,0,0,0,0,1,3,0,2,0,0,1,0,0,1,1,0,0,1,0,12,9
0,7.8,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
0,8.4,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,8.5,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
1,7.1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,12,12
0,6.3,0,0,1,1,0,2,0,1,0,1,1,0,0,0,1,2,0,1,0,22,20
0,5.5,0,0,1,1,0,4,0,1,0,1,1,0,0,0,1,1,0,1,2,22,18
1,3.5,0,0,0,0,2,7,0,2,0,0,1,0,0,2,1,0,0,1,0,12,5
0,7.3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
1,1.1,0,0,0,4,2,17,0,4,0,4,1,0,0,0,0,2,0,2,8,17,0
1,5,0,0,0,0,1,5,0,2,0,0,1,0,0,0,1,0,0,1,1,11,6
0,4.2,0,2,0,0,0,5,0,2,0,0,1,0,0,0,2,0,0,1,0,10,5
0,6,1,0,0,1,1,4,0,1,0,1,0,1,1,2,1,1,0,1,0,36,32
0,5.2,1,0,0,2,1,13,4,1,1,1,1,2,1,1,1,1,2,1,2,47,34
0,6.1,1,0,0,2,1,3,0,1,0,1,1,1,1,1,1,1,0,1,0,36,33
0,6.7,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,37,36
1,6,1,0,0,1,1,7,1,1,5,1,1,2,1,1,1,1,1,1,0,53,46
0,6.4,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,36,35
0,7.9,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
1,5.8,1,0,0,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,0,47,41
1,3.7,1,0,0,2,1,21,0,2,0,2,1,2,1,2,1,1,0,2,1,36,15
0,7.4,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
0,5.8,1,0,0,1,1,7,1,1,1,1,0,1,1,1,1,1,1,1,0,48,41
0,8.9,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
1,5.1,0,0,1,0,0,5,0,2,0,0,1,0,0,0,1,0,0,2,0,11,6
0,4.5,0,0,1,4,0,9,0,2,0,1,1,0,0,0,1,2,0,4,2,22,13
1,3.1,0,0,0,0,4,9,0,2,0,0,0,0,0,0,0,1,0,4,5,12,3
0,7.6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
0,5.4,1,0,0,1,1,6,0,2,0,2,1,2,2,0,0,1,0,1,1,30,24
1,6.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2
0,7.6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,10,9
0,7.6,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,36,36
0,7.7,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,36,36
1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,2,4,0,0,0,5,6,0
0,7.9,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
0,8.3,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,36,36
0,6.7,0,0,0,1,1,5,1,1,1,1,1,1,0,1,1,1,1,1,0,45,40
1,2,0,0,0,0,2,11,0,2,0,0,1,0,0,0,0,1,0,2,0,12,1
1,2.5,0,0,0,0,0,5,0,0,0,0,1,0,0,2,2,0,0,0,0,6,1
0,8,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
0,4.8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2
1,4.8,0,0,0,2,1,14,0,2,0,2,0,4,0,1,1,1,0,1,2,29,15
0,7.9,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,6.7,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,22,21
0,9.1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,6.3,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,48,46
1,5.4,0,0,0,1,1,8,0,2,0,1,1,0,0,2,1,1,0,1,0,23,15
0,6.3,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,1,0,9,8
0,7.7,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,36,36
1,7,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,2,0,23,22
0,5.7,1,0,0,1,1,8,1,1,1,1,1,2,1,1,1,1,1,1,0,48,40
1,6.8,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,12,12
1,5.9,0,0,1,0,0,4,0,1,0,0,1,0,0,0,1,1,0,2,0,17,13
0,7.7,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
0,6,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,49,48
0,7.8,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,48,48
1,6.5,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,23,22
0,6.7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10,10
0,6.8,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,22,22
1,5,0,0,0,0,1,4,0,2,0,0,1,0,0,1,1,0,0,2,0,12,8
1,3.8,0,0,0,0,0,3,0,0,0,0,1,0,0,2,2,0,0,0,0,6,3
